1 1 0.00195839
1 2 0.0026825
1 3 0.00339257
1 4 0.00408502
1 5 0.00475647
1 6 0.00540375
1 7 0.00602397
1 8 0.00661449
1 9 0.00717296
1 10 0.00769734
1 11 0.00818585
1 12 0.00863702
1 13 0.00904965
1 14 0.0094228
1 15 0.00975577
1 16 0.010048
1 17 0.0102994
1 18 0.0105095
1 19 0.0106786
1 20 0.0108067
1 21 0.0108941
1 22 0.010941
1 23 0.0109478
1 24 0.0109149
1 25 0.0108429
1 26 0.0107322
1 27 0.0105833
1 28 0.010397
1 29 0.0101738
1 30 0.00991452
1 31 0.00961997
1 32 0.00929104
1 33 0.00892874
1 34 0.00853421
1 35 0.00810869
1 36 0.00765356
1 37 0.00717034
1 38 0.0066607
1 39 0.00612644
2 1 0.00389644
2 2 0.00533713
2 3 0.00674989
2 4 0.00812761
2 5 0.00946353
2 6 0.0107514
2 7 0.0119854
2 8 0.0131603
2 9 0.0142714
2 10 0.0153147
2 11 0.0162867
2 12 0.0171843
2 13 0.0180053
2 14 0.0187477
2 15 0.0194102
2 16 0.0199917
2 17 0.0204917
2 18 0.0209099
2 19 0.0212463
2 20 0.0215012
2 21 0.021675
2 22 0.0217683
2 23 0.0217818
2 24 0.0217165
2 25 0.0215731
2 26 0.0213528
2 27 0.0210567
2 28 0.0206859
2 29 0.0202419
2 30 0.0197261
2 31 0.01914
2 32 0.0184856
2 33 0.0177647
2 34 0.0169798
2 35 0.0161331
2 36 0.0152276
2 37 0.0142662
2 38 0.0132522
2 39 0.0121892
3 1 0.0057943
3 2 0.00793671
3 3 0.0100376
3 4 0.0120864
3 5 0.014073
3 6 0.0159881
3 7 0.0178231
3 8 0.0195703
3 9 0.0212227
3 10 0.0227741
3 11 0.0242195
3 12 0.0255544
3 13 0.0267752
3 14 0.0278793
3 15 0.0288644
3 16 0.0297292
3 17 0.0304727
3 18 0.0310946
3 19 0.0315949
3 20 0.0319739
3 21 0.0322323
3 22 0.0323711
3 23 0.0323912
3 24 0.032294
3 25 0.0320808
3 26 0.0317532
3 27 0.0313129
3 28 0.0307615
3 29 0.0301012
3 30 0.0293341
3 31 0.0284626
3 32 0.0274894
3 33 0.0264175
3 34 0.0252502
3 35 0.0239912
3 36 0.0226446
3 37 0.0212149
3 38 0.019707
3 39 0.0181263
4 1 0.00763311
4 2 0.0104554
4 3 0.013223
4 4 0.0159219
4 5 0.018539
4 6 0.0210619
4 7 0.0234793
4 8 0.0257809
4 9 0.0279576
4 10 0.0300014
4 11 0.0319054
4 12 0.0336639
4 13 0.0352722
4 14 0.0367266
4 15 0.0380244
4 16 0.0391636
4 17 0.0401431
4 18 0.0409623
4 19 0.0416214
4 20 0.0421207
4 21 0.0424611
4 22 0.0426439
4 23 0.0426704
4 24 0.0425424
4 25 0.0422616
4 26 0.04183
4 27 0.0412499
4 28 0.0405236
4 29 0.0396537
4 30 0.0386432
4 31 0.0374951
4 32 0.0362131
4 33 0.034801
4 34 0.0332632
4 35 0.0316047
4 36 0.0298308
4 37 0.0279474
4 38 0.025961
4 39 0.0238786
5 1 0.00939539
5 2 0.0128693
5 3 0.0162758
5 4 0.0195979
5 5 0.0228191
5 6 0.0259245
5 7 0.0289
5 8 0.031733
5 9 0.0344123
5 10 0.0369279
5 11 0.0392715
5 12 0.041436
5 13 0.0434156
5 14 0.0452058
5 15 0.0468032
5 16 0.0482054
5 17 0.049411
5 18 0.0504194
5 19 0.0512306
5 20 0.0518452
5 21 0.0522642
5 22 0.0524892
5 23 0.0525218
5 24 0.0523642
5 25 0.0520186
5 26 0.0514874
5 27 0.0507733
5 28 0.0498794
5 29 0.0488087
5 30 0.0475648
5 31 0.0461517
5 32 0.0445736
5 33 0.0428355
5 34 0.0409428
5 35 0.0389013
5 36 0.0367179
5 37 0.0343996
5 38 0.0319546
5 39 0.0293915
6 1 0.0110655
6 2 0.0151569
6 3 0.019169
6 4 0.0230815
6 5 0.0268754
6 6 0.0305327
6 7 0.0340371
6 8 0.0373737
6 9 0.0405292
6 10 0.043492
6 11 0.0462523
6 12 0.0488015
6 13 0.051133
6 14 0.0532414
6 15 0.0551227
6 16 0.0567742
6 17 0.0581941
6 18 0.0593817
6 19 0.0603371
6 20 0.0610609
6 21 0.0615544
6 22 0.0618194
6 23 0.0618578
6 24 0.0616722
6 25 0.0612651
6 26 0.0606395
6 27 0.0597985
6 28 0.0587456
6 29 0.0574846
6 30 0.0560197
6 31 0.0543553
6 32 0.0524968
6 33 0.0504498
6 34 0.0482205
6 35 0.0458162
6 36 0.0432446
6 37 0.0405143
6 38 0.0376347
6 39 0.034616
7 1 0.0126298
7 2 0.0172995
7 3 0.0218788
7 4 0.0263444
7 5 0.0306746
7 6 0.034849
7 7 0.0388488
7 8 0.0426571
7 9 0.0462586
7 10 0.0496403
7 11 0.0527907
7 12 0.0557003
7 13 0.0583614
7 14 0.0607679
7 15 0.0629151
7 16 0.0648
7 17 0.0664207
7 18 0.0677762
7 19 0.0688666
7 20 0.0696927
7 21 0.070256
7 22 0.0705584
7 23 0.0706023
7 24 0.0703905
7 25 0.0699258
7 26 0.0692118
7 27 0.0682519
7 28 0.0670502
7 29 0.0656109
7 30 0.0639389
7 31 0.0620393
7 32 0.059918
7 33 0.0575816
7 34 0.0550372
7 35 0.052293
7 36 0.0493579
7 37 0.0462416
7 38 0.042955
7 39 0.0395095
8 1 0.0140769
8 2 0.0192818
8 3 0.0243858
8 4 0.0293631
8 5 0.0341895
8 6 0.0388421
8 7 0.0433002
8 8 0.0475449
8 9 0.0515591
8 10 0.0553283
8 11 0.0588397
8 12 0.0620827
8 13 0.0650487
8 14 0.0677308
8 15 0.0701241
8 16 0.072225
8 17 0.0740314
8 18 0.0755422
8 19 0.0767575
8 20 0.0776783
8 21 0.0783062
8 22 0.0786432
8 23 0.0786921
8 24 0.078456
8 25 0.0779381
8 26 0.0771423
8 27 0.0760724
8 28 0.074733
8 29 0.0731288
8 30 0.0712652
8 31 0.0691479
8 32 0.0667836
8 33 0.0641794
8 34 0.0613435
8 35 0.0582849
8 36 0.0550135
8 37 0.0515401
8 38 0.0478769
8 39 0.0440366
9 1 0.0153981
9 2 0.0210914
9 3 0.0266744
9 4 0.0321189
9 5 0.0373982
9 6 0.0424875
9 7 0.0473641
9 8 0.052007
9 9 0.0563981
9 10 0.0605209
9 11 0.0643619
9 12 0.0679092
9 13 0.0711536
9 14 0.0740875
9 15 0.0767054
9 16 0.0790034
9 17 0.0809793
9 18 0.0826319
9 19 0.0839613
9 20 0.0849685
9 21 0.0856553
9 22 0.086024
9 23 0.0860775
9 24 0.0858192
9 25 0.0852527
9 26 0.0843821
9 27 0.0832119
9 28 0.0817468
9 29 0.079992
9 30 0.0779535
9 31 0.0756375
9 32 0.0730513
9 33 0.0702027
9 34 0.0671007
9 35 0.063755
9 36 0.0601765
9 37 0.0563772
9 38 0.0523702
9 39 0.0481695
10 1 0.0165867
10 2 0.0227196
10 3 0.0287335
10 4 0.0345983
10 5 0.0402852
10 6 0.0457674
10 7 0.0510203
10 8 0.0560217
10 9 0.0607517
10 10 0.0651928
10 11 0.0693303
10 12 0.0731514
10 13 0.0766462
10 14 0.0798066
10 15 0.0826266
10 16 0.085102
10 17 0.0872304
10 18 0.0890106
10 19 0.0904426
10 20 0.0915275
10 21 0.0922673
10 22 0.0926645
10 23 0.0927221
10 24 0.0924438
10 25 0.0918336
10 26 0.0908959
10 27 0.0896353
10 28 0.0880571
10 29 0.0861669
10 30 0.083971
10 31 0.0814762
10 32 0.0786904
10 33 0.0756219
10 34 0.0722804
10 35 0.0686765
10 36 0.0648218
10 37 0.0607292
10 38 0.0564128
10 39 0.0518879
11 1 0.0176388
11 2 0.0241606
11 3 0.030556
11 4 0.0367927
11 5 0.0428403
11 6 0.0486702
11 7 0.0542563
11 8 0.0595749
11 9 0.0646049
11 10 0.0693277
11 11 0.0737275
11 12 0.0777911
11 13 0.0815075
11 14 0.0848683
11 15 0.0878672
11 16 0.0904996
11 17 0.092763
11 18 0.094656
11 19 0.0961789
11 20 0.0973326
11 21 0.0981193
11 22 0.0985416
11 23 0.0986029
11 24 0.098307
11 25 0.0976581
11 26 0.0966609
11 27 0.0953204
11 28 0.093642
11 29 0.091632
11 30 0.0892968
11 31 0.0866438
11 32 0.0836813
11 33 0.0804182
11 34 0.0768648
11 35 0.0730323
11 36 0.0689331
11 37 0.0645809
11 38 0.0599908
11 39 0.0551788
12 1 0.0185522
12 2 0.0254118
12 3 0.0321384
12 4 0.0386981
12 5 0.0450588
12 6 0.0511907
12 7 0.0570661
12 8 0.0626601
12 9 0.0679506
12 10 0.072918
12 11 0.0775456
12 12 0.0818196
12 13 0.0857285
12 14 0.0892633
12 15 0.0924175
12 16 0.0951862
12 17 0.0975668
12 18 0.0995579
12 19 0.10116
12 20 0.102373
12 21 0.1032
12 22 0.103645
12 23 0.103709
12 24 0.103398
12 25 0.102715
12 26 0.101667
12 27 0.100257
12 28 0.0984914
12 29 0.0963772
12 30 0.0939211
12 31 0.0911308
12 32 0.0880148
12 33 0.0845828
12 34 0.0808453
12 35 0.0768143
12 36 0.0725028
12 37 0.0679253
12 38 0.0630975
12 39 0.0580363
13 1 0.0193271
13 2 0.0264732
13 3 0.0334808
13 4 0.0403145
13 5 0.0469409
13 6 0.0533289
13 7 0.0594497
13 8 0.0652774
13 9 0.0707888
13 10 0.0759637
13 11 0.0807846
13 12 0.0852371
13 13 0.0893093
13 14 0.0929917
13 15 0.0962776
13 16 0.099162
13 17 0.101642
13 18 0.103716
13 19 0.105385
13 20 0.106649
13 21 0.107511
13 22 0.107974
13 23 0.108041
13 24 0.107717
13 25 0.107006
13 26 0.105913
13 27 0.104444
13 28 0.102605
13 29 0.100403
13 30 0.097844
13 31 0.0949371
13 32 0.091691
13 33 0.0881156
13 34 0.0842221
13 35 0.0800227
13 36 0.0755312
13 37 0.0707624
13 38 0.0657329
13 39 0.0604604
14 1 0.0199652
14 2 0.0273472
14 3 0.0345861
14 4 0.0416454
14 5 0.0484906
14 6 0.0550894
14 7 0.0614123
14 8 0.0674324
14 9 0.0731257
14 10 0.0784714
14 11 0.0834516
14 12 0.088051
14 13 0.0922576
14 14 0.0960616
14 15 0.099456
14 16 0.102436
14 17 0.104997
14 18 0.10714
14 19 0.108864
14 20 0.11017
14 21 0.11106
14 22 0.111538
14 23 0.111608
14 24 0.111273
14 25 0.110538
14 26 0.109409
14 27 0.107892
14 28 0.105992
14 29 0.103717
14 30 0.101074
14 31 0.0980712
14 32 0.0947179
14 33 0.0910245
14 34 0.0870024
14 35 0.0826644
14 36 0.0780246
14 37 0.0730984
14 38 0.0679029
14 39 0.0624564
15 1 0.0204694
15 2 0.0280378
15 3 0.0354596
15 4 0.0426971
