              0               0               0
              1               0               0
              2               0               0
              3               0               0
              4               0               0
              5               0               0
              6               0               0
              7               0               0
              8               0               0
              9               0               0
             10               0               0
             11               0               0
             12               0               0
             13               0               0
             14               0               0
             15               0               0
             16               0               0
             17               0               0
             18               0               0
             19               0               0
             20               0               0
             21               0               0
             22               0               0
             23               0               0
             24               0               0
             25               0               0
             26               0               0
             27               0               0
             28               0               0
             29               0               0
             30               0               0
             31               0               0
             32               0               0
             33               0               0
             34               0               0
             35               0               0
             36               0               0
             37               0               0
             38               0               0
             39               0               0
             40               0               0
             41               0               0
             42               0               0
             43               0               0
             44               0               0
             45               0               0
             46               0               0
             47               0               0
             48               0               0
             49               0               0
             50               0               0
             51               0               0
             52               0               0
             53               0               0
             54               0               0
             55               0               0
             56               0               0
             57               0               0
             58               0               0
             59               0               0
             60               0               0
             61               0               0
             62               0               0
             63               0               0
             64               0               0
             65               0               0
             66               0               0
             67               0               0
             68               0               0
             69               0               0
             70               0               0
             71               0               0
             72               0               0
             73               0               0
             74               0               0
             75               0               0
             76               0               0
             77               0               0
             78               0               0
             79               0               0
             80               0               0
             81               0               0
             82               0               0
             83               0               0
             84               0               0
             85               0               0
             86               0               0
             87               0               0
             88               0               0
             89               0               0
             90               0               0
             91               0               0
             92               0               0
             93               0               0
             94               0               0
             95               0               0
             96               0               0
             97               0               0
             98               0               0
             99               0               0
            100               0               0
              0               1               0
              1               1     0.000338745
              2               1     0.000676213
              3               1      0.00101113
              4               1      0.00134223
              5               1      0.00166826
              6               1      0.00198796
              7               1      0.00230012
              8               1      0.00260351
              9               1      0.00289694
             10               1      0.00317927
             11               1      0.00344937
             12               1      0.00370613
             13               1      0.00394852
             14               1      0.00417554
             15               1      0.00438624
             16               1      0.00457973
             17               1      0.00475519
             18               1      0.00491186
             19               1      0.00504907
             20               1      0.00516621
             21               1      0.00526277
             22               1      0.00533833
             23               1      0.00539254
             24               1      0.00542516
             25               1      0.00543605
             26               1      0.00542516
             27               1      0.00539253
             28               1      0.00533832
             29               1      0.00526276
             30               1       0.0051662
             31               1      0.00504905
             32               1      0.00491184
             33               1      0.00475516
             34               1       0.0045797
             35               1      0.00438621
             36               1      0.00417551
             37               1      0.00394849
             38               1       0.0037061
             39               1      0.00344934
             40               1      0.00317924
             41               1      0.00289692
             42               1      0.00260348
             43               1      0.00230009
             44               1      0.00198794
             45               1      0.00166824
             46               1      0.00134222
             47               1      0.00101112
             48               1     0.000676206
             49               1     0.000338741
             50               1     3.89602e-11
             51               1    -0.000338741
             52               1    -0.000676206
             53               1     -0.00101112
             54               1     -0.00134222
             55               1     -0.00166824
             56               1     -0.00198794
             57               1     -0.00230009
             58               1     -0.00260348
             59               1     -0.00289692
             60               1     -0.00317924
             61               1     -0.00344934
             62               1      -0.0037061
             63               1     -0.00394849
             64               1     -0.00417551
             65               1     -0.00438621
             66               1      -0.0045797
             67               1     -0.00475516
             68               1     -0.00491184
             69               1     -0.00504905
             70               1      -0.0051662
             71               1     -0.00526276
             72               1     -0.00533832
             73               1     -0.00539253
             74               1     -0.00542516
             75               1     -0.00543605
             76               1     -0.00542516
             77               1     -0.00539254
             78               1     -0.00533833
             79               1     -0.00526277
             80               1     -0.00516621
             81               1     -0.00504907
             82               1     -0.00491186
             83               1     -0.00475519
             84               1     -0.00457973
             85               1     -0.00438624
             86               1     -0.00417554
             87               1     -0.00394852
             88               1     -0.00370613
             89               1     -0.00344937
             90               1     -0.00317927
             91               1     -0.00289694
             92               1     -0.00260351
             93               1     -0.00230012
             94               1     -0.00198796
             95               1     -0.00166826
             96               1     -0.00134223
             97               1     -0.00101113
             98               1    -0.000676213
             99               1    -0.000338745
            100               1               0
              0               2               0
              1               2     0.000678766
              2               2      0.00135498
              3               2      0.00202608
              4               2      0.00268954
              5               2      0.00334284
              6               2      0.00398348
              7               2        0.004609
              8               2      0.00521696
              9               2        0.005805
             10               2      0.00637078
             11               2      0.00691206
             12               2      0.00742664
             13               2      0.00791242
             14               2       0.0083674
             15               2      0.00878968
             16               2      0.00917749
             17               2      0.00952916
             18               2      0.00984319
             19               2       0.0101182
             20               2        0.010353
             21               2       0.0105466
             22               2        0.010698
             23               2       0.0108067
             24               2       0.0108721
             25               2       0.0108939
             26               2        0.010872
             27               2       0.0108066
             28               2        0.010698
             29               2       0.0105465
             30               2        0.010353
             31               2       0.0101182
             32               2      0.00984314
             33               2      0.00952911
             34               2      0.00917744
             35               2      0.00878963
             36               2      0.00836734
             37               2      0.00791236
             38               2      0.00742658
             39               2        0.006912
             40               2      0.00637073
             41               2      0.00580494
             42               2      0.00521691
             43               2      0.00460895
             44               2      0.00398344
             45               2      0.00334281
             46               2      0.00268951
             47               2      0.00202606
             48               2      0.00135496
             49               2     0.000678759
             50               2     6.36616e-11
             51               2    -0.000678758
             52               2     -0.00135496
             53               2     -0.00202606
             54               2     -0.00268951
             55               2     -0.00334281
             56               2     -0.00398344
             57               2     -0.00460895
             58               2     -0.00521691
             59               2     -0.00580494
             60               2     -0.00637073
             61               2       -0.006912
             62               2     -0.00742658
             63               2     -0.00791236
             64               2     -0.00836734
             65               2     -0.00878963
             66               2     -0.00917744
             67               2     -0.00952911
             68               2     -0.00984314
             69               2      -0.0101182
             70               2       -0.010353
             71               2      -0.0105465
             72               2       -0.010698
             73               2      -0.0108066
             74               2       -0.010872
             75               2      -0.0108939
             76               2      -0.0108721
             77               2      -0.0108067
             78               2       -0.010698
             79               2      -0.0105466
             80               2       -0.010353
             81               2      -0.0101182
             82               2     -0.00984319
             83               2     -0.00952916
             84               2     -0.00917749
             85               2     -0.00878968
             86               2      -0.0083674
             87               2     -0.00791242
             88               2     -0.00742664
             89               2     -0.00691206
             90               2     -0.00637078
             91               2       -0.005805
             92               2     -0.00521696
             93               2       -0.004609
             94               2     -0.00398348
             95               2     -0.00334284
             96               2     -0.00268954
             97               2     -0.00202608
             98               2     -0.00135498
             99               2    -0.000678766
            100               2               0
              0               3               0
              1               3      0.00102134
              2               3      0.00203885
              3               3      0.00304867
              4               3      0.00404702
              5               3      0.00503008
              6               3      0.00599412
              7               3      0.00693542
              8               3      0.00785035
              9               3       0.0087353
             10               3       0.0095868
             11               3       0.0104014
             12               3       0.0111759
             13               3       0.0119071
             14               3        0.012592
             15               3       0.0132276
             16               3       0.0138114
             17               3       0.0143408
             18               3       0.0148135
             19               3       0.0152276
             20               3        0.015581
             21               3       0.0158724
             22               3       0.0161005
             23               3       0.0162641
             24               3       0.0163625
             25               3       0.0163954
             26               3       0.0163625
             27               3        0.016264
             28               3       0.0161004
             29               3       0.0158724
             30               3        0.015581
             31               3       0.0152275
             32               3       0.0148135
             33               3       0.0143407
             34               3       0.0138113
             35               3       0.0132275
             36               3       0.0125919
             37               3        0.011907
             38               3       0.0111758
             39               3       0.0104014
