0.072175851	0.036087926	0.0099699727	-0.00087108024
0.15747894	0.042651543	0.009834028	-0.0023961017
0.2338088	0.03816493	0.0095774706	-0.0044203428
0.30263182	0.034411512	0.0091876649	-0.0070157045
0.36519512	0.031281653	0.0086511886	-0.010256694
0.42248047	0.028642671	0.0079540747	-0.014218454
0.48039924	0.028959389	0.0069826981	-0.019508733
0.53318648	0.02639362	0.0057921161	-0.025799668
0.5817423	0.024277906	0.0043654261	-0.033180624
0.62669938	0.022478545	0.0026866443	-0.041734027
0.66855845	0.020929533	0.00073957539	-0.051542126
0.70772196	0.019581754	-0.0014921003	-0.062686835
0.7445182	0.018398122	-0.0040247721	-0.075249662
0.77921843	0.017350111	-0.0068748525	-0.089311594
0.81204926	0.016415418	-0.010058734	-0.10495295
0.84320196	0.015576346	-0.013592747	-0.1222532
0.87283929	0.014818669	-0.017493112	-0.14129073
0.90110093	0.014130816	-0.021775889	-0.16214253
0.92810747	0.013503271	-0.026456922	-0.18488386
0.95396373	0.012928132	-0.031551772	-0.20958782
0.97876129	0.01239878	-0.037075642	-0.23632486
1.0025805	0.011909622	-0.043043291	-0.26516216
1.0254923	0.011455896	-0.049468936	-0.29616298
1.0475594	0.011033521	-0.056366146	-0.32938589
1.0688373	0.010638979	-0.063747716	-0.36488394
1.0893758	0.010269219	-0.07162554	-0.40270367
1.1092189	0.0099215827	-0.080010466	-0.44288413
1.1284064	0.0095937485	-0.088912147	-0.48545578
1.1469738	0.0092836816	-0.09833889	-0.53043937
1.164953	0.0089895973	-0.1082975	-0.5778448
1.1823728	0.0087099311	-0.11879312	-0.62766997
1.1992595	0.0084433145	-0.12982911	-0.67989971
1.2156366	0.0081885549	-0.14140693	-0.73450483
1.2315258	0.0079446196	-0.153526	-0.79144122
1.2469471	0.0077106219	-0.16618369	-0.85064926
1.2619187	0.0074858089	-0.17937524	-0.91205333
1.2764578	0.0072695499	-0.1930938	-0.97556172
1.2905804	0.0070613258	-0.20733048	-1.0410667
1.3043019	0.0068607177	-0.22207447	-1.1084449
1.3176367	0.0066673961	-0.23731313	-1.1775581
1.3305989	0.0064811087	-0.25303225	-1.2482543
1.3432022	0.0063016691	-0.26921623	-1.3203686
1.3554601	0.0061289446	-0.28584832	-1.393725
1.3673858	0.0059628448	-0.30291093	-1.4681377
1.3789924	0.0058033107	-0.32038587	-1.5434125
1.390293	0.0056503044	-0.33825462	-1.6193489
1.4013006	0.0055038012	-0.3564986	-1.6957414
1.4120282	0.0053637813	-0.37509945	-1.7723807
1.4224886	0.0052302252	-0.39403917	-1.8490553
1.4326949	0.0051031089	-0.4133004	-1.9255528
1.4426597	0.0049824019	-0.43286655	-2.0016603
1.4523958	0.0048680662	-0.45272192	-2.0771656
1.4619159	0.0047600563	-0.47285188	-2.1518578
1.4712326	0.0046583204	-0.49324289	-2.2255274
1.4803582	0.0045628031	-0.51388262	-2.2979667
1.4893051	0.0044734476	-0.53476001	-2.3689699
1.4980855	0.0043901992	-0.55586529	-2.438333
1.5067115	0.0043130097	-0.57719004	-2.5058532
1.5151952	0.0042418408	-0.59872722	-2.5713292
1.5235485	0.0041766697	-0.62047123	-2.6345601
1.5317835	0.0041174936	-0.64241796	-2.6953451
1.5399122	0.0040643361	-0.66456486	-2.7534828
1.5479467	0.0040172535	-0.68691102	-2.8087701
1.5558993	0.0039763433	-0.7094573	-2.8610011
1.5637829	0.0039417537	-0.7322065	-2.9099663
1.5716102	0.0039136958	-0.75516358	-2.9554504
1.5793952	0.0038924595	-0.77833591	-2.9972311
1.587152	0.0038784337	-0.80173373	-3.0350762
1.5948963	0.0038721344	-0.82537061	-3.0687411
1.6026448	0.003874243	-0.84926417	-3.0979649
1.6104161	0.0038856602	-0.87343706	-3.1224657
1.6182313	0.003907585	-0.89791834	-3.1419339
1.6261145	0.0039416322	-0.92274539	-3.156023
1.6340946	0.0039900156	-0.94796677	-3.1643369
1.6422063	0.0040558432	-0.97364661	-3.166411
1.6504935	0.0041436168	-0.99987143	-3.1616823
1.6590138	0.0042601341	-1.0267617	-3.149442
1.6678462	0.0044162387	-1.0544922	-3.1287524
1.6771074	0.0046305802	-1.0833322	-3.0982884
1.6869852	0.0049388767	-1.1137336	-3.0559972
1.697829	0.0054219312	-1.1465671	-2.9982135
1.7104809	0.0063259594	-1.1839949	-2.9164683
1.7261789	0.007849004	-1.2288471	-2.7953244
1.737361	0.0055910229	-1.2595624	-2.697218
1.7473683	0.0050036429	-1.2860829	-2.6022362
1.757401	0.0050163754	-1.311687	-2.5012198
1.7666848	0.0046418754	-1.3344561	-2.403476
1.7754556	0.0043854329	-1.35512	-2.3081371
1.7838786	0.0042114747	-1.3741679	-2.214509
1.7920529	0.004087139	-1.3918936	-2.1222943
1.8000446	0.0039958489	-1.4084913	-2.0313798
1.8079014	0.0039284242	-1.4240994	-1.9417417
1.8156599	0.0038792586	-1.4388215	-1.8534027
1.8233493	0.0038446908	-1.4527383	-1.7664114
1.8309937	0.0038222153	-1.4659138	-1.6808296
1.8386139	0.0038100593	-1.4784009	-1.5967266
1.8462277	0.0038069391	-1.4902431	-1.5141743
1.8538516	0.0038119122	-1.5014776	-1.4332449
1.8615001	0.0038242821	-1.5121358	-1.3540088
1.8691872	0.0038435363	-1.5222453	-1.2765339
1.8769258	0.0038693041	-1.53183	-1.2008844
1.8847285	0.0039013275	-1.5409111	-1.1271205
1.8926073	0.0039394405	-1.5495073	-1.0552977
1.9005745	0.003983555	-1.5576353	-0.98546692
1.9086418	0.0040336508	-1.5653105	-0.917674
1.9168213	0.0040897684	-1.5725463	-0.85195964
1.9251253	0.0041520049	-1.5793553	-0.78835934
1.9335663	0.0042205112	-1.5857488	-0.7269033
1.9421573	0.0042954918	-1.5917372	-0.66761643
1.9509117	0.0043772046	-1.59733	-0.61051829
1.9598436	0.0044659633	-1.6025361	-0.55562315
1.9689679	0.0045621404	-1.6073635	-0.50293998
1.9783003	0.0046661716	-1.6118196	-0.4524725
1.9878574	0.0047785621	-1.6159114	-0.40421924
1.9976572	0.0048998937	-1.6196449	-0.35817363
2.0077188	0.005030834	-1.623026	-0.31432401
2.0180631	0.0051721484	-1.6260598	-0.27265379
2.0287126	0.005324713	-1.6287508	-0.23314153
2.0396916	0.0054895325	-1.631103	-0.19576102
2.0510272	0.0056677599	-1.6331198	-0.16048142
2.0627486	0.0058607223	-1.6348039	-0.1272674
2.0748885	0.0060699514	-1.6361572	-0.096079229
2.0874829	0.006297222	-1.637181	-0.066872935
2.1005721	0.0065445991	-1.6378754	-0.03960043
2.1142011	0.0068144975	-1.6382396	-0.014209647
2.1284207	0.0071097568	-1.6382716	0.0093553311
2.1432881	0.0074337372	-1.6379679	0.031154151
